#{"t_start": 1769017336.1027758, "env_id": "None"}
r,l,t
19349.123737,200,2749.75562
20495.830324,200,2750.029852
18926.462046,200,2753.755273
23101.558453,200,2754.023386
19296.390804,200,2754.298462
4107.554562,51,2754.3629
24091.662049,200,2754.631259
22258.285642,200,2754.90041
20827.208327,200,2755.167217
18628.055025,200,2755.442022
22747.989387,200,2755.707447
24683.340387,200,2755.972668
-922.443968,1,2755.974688
-622.554002,5,2755.980751
22942.87015,200,2756.248789
21517.329502,200,2759.84898
22622.658684,200,2760.109638
23370.900375,200,2760.379077
19490.848736,200,2760.646679
1068.665464,46,2760.709513
7873.456184,84,2760.811543
24128.714092,200,2761.08951
24422.996584,200,2761.353932
11349.662697,200,2761.617132
21100.517124,200,2761.899204
1636.697725,33,2761.936184
21960.791965,200,2762.20398
23995.942027,200,2765.847186
24784.296921,200,2766.113558
13607.269599,154,2766.319372
22517.029853,200,2766.579184
18340.175201,200,2766.844498
24744.105168,200,2767.111878
9177.096273,122,2767.268043
22541.920185,200,2767.540539
4949.965575,76,2767.639269
25668.351253,200,2767.908103
19144.661451,200,2768.171534
20911.300795,200,2768.436131
15903.132223,200,2771.632938
22383.493201,200,2771.906956
-417.999474,8,2771.916986
23764.028366,200,2772.175723
22051.117158,200,2772.440193
21062.882828,200,2772.711015
22758.132329,200,2772.976107
22535.12593,197,2773.233303
21102.841218,200,2773.501497
9909.78904,124,2773.665261
23797.61957,200,2773.923538
20748.683559,200,2777.366667
24136.414422,200,2777.62531
208.664271,19,2777.656155
20188.334106,200,2777.912483
21966.771799,200,2778.180431
17151.66153,200,2778.442812
24679.614084,200,2778.704152
21486.483134,200,2778.973123
23814.126154,200,2779.244567
26267.635405,200,2779.501608
20.36293,11,2779.512014
23986.153435,200,2779.770496
18413.554466,200,2783.311864
22509.355786,200,2783.574771
12050.710624,200,2783.840368
23302.829682,200,2784.098651
20905.237138,200,2784.3656
22852.79854,200,2784.633411
20762.070455,200,2784.891926
25223.900014,200,2785.162482
