#{"t_start": 1772874713.4933107, "env_id": "None"}
r,l,t
3495.317669,200,30780.208684
3629.023459,200,30808.453438
3724.582951,200,30812.159007
3369.069611,200,30829.577912
2389.934477,200,30833.019894
3952.767028,200,30836.780876
3417.590269,200,30863.527516
3414.776606,200,30867.271909
3625.113071,200,30885.186444
4015.895907,200,30888.985833
3599.409145,200,30892.660436
3484.554166,200,30916.228588
3839.692261,200,30919.504482
3206.219579,200,30923.320116
3704.84497,200,30945.940368
3451.938903,200,30949.441931
3847.340727,200,30968.418619
3892.123066,200,30971.646167
3978.109241,200,30975.37732
3781.836277,200,31001.815825
3864.887432,200,31005.478829
3518.539992,200,31026.565379
3804.263732,200,31030.398067
3720.643403,200,31034.095546
3550.624647,200,31057.858876
3310.855849,200,31060.409364
4058.206516,200,31076.953328
3411.204406,200,31080.770019
3701.619372,200,31084.726811
3644.719325,200,31103.212927
3786.893948,200,31105.185023
3611.019695,200,31124.262071
3611.745506,200,31126.883861
3386.96732,200,31130.272692
3652.867375,200,31146.509885
3233.382811,200,31149.388917
3684.628262,200,31153.085179
3616.499741,200,31178.21772
3191.747736,200,31181.834886
3361.323848,200,31194.168725
3600.009784,200,31197.813085
3202.655754,200,31201.582468
3330.431816,200,31223.68292
3319.05255,200,31227.318335
2945.578816,200,31247.347184
3455.868377,200,31251.043574
3298.904228,200,31254.76292
3718.232424,200,31281.988077
3637.460055,200,31285.364658
4238.180406,200,31295.811591
3217.166515,200,31300.063898
4003.179901,200,31301.969534
3949.76959,200,31307.454432
3122.49481,200,31308.141019
3872.869296,200,31308.858178
3010.322251,200,31314.459432
3002.620982,200,31315.195345
2813.49827,200,31319.399495
2974.88546,200,31320.171572
3010.442398,200,31320.908834
4014.202685,200,31326.252093
3389.027566,200,31326.951532
3558.585728,200,31331.179014
3598.593882,200,31331.899053
3909.611908,200,31332.658918
3853.569377,200,31338.133964
3768.860285,200,31338.87133
3345.31591,200,31343.073723
3851.929788,200,31343.813919
3599.943366,200,31344.545132
3486.842757,200,31349.793378
3045.12406,200,31350.499704
3604.368529,200,31354.668983
3379.649235,200,31355.417651
3422.090079,200,31356.199656
3493.829387,200,31361.576059
3874.463502,200,31362.336961
3674.034582,200,31363.080104
3843.841277,200,31368.512445
3624.778013,200,31369.244512
3254.117775,200,31373.537549
3311.189137,200,31374.276348
3147.734354,200,31374.981527
3548.762443,200,31380.516889
3510.709735,200,31381.227905
3079.644453,200,31385.520606
3013.395451,200,31386.213049
3308.72392,200,31386.950701
3840.974528,200,31392.006818
3769.067847,200,31392.692297
2751.634645,200,31396.817003
3488.038749,200,31397.514532
4001.838332,200,31398.223071
3417.776476,200,31403.48982
3456.670612,200,31404.268091
3156.36949,200,31408.821322
3614.698357,200,31409.595966
3129.279951,200,31410.38815
2935.289428,200,31415.786306
3367.536005,200,31416.506721
-185.789565,1,31416.516793
3938.461277,200,31417.248182
3694.94553,200,31422.653309
3628.469563,200,31423.46115
